,Gene name,Moderate 0,Moderate 1,Moderate 2,Moderate 3,Moderate 4,Moderate 5,Moderate 8,Moderate 11,Moderate 13,Moderate 14,Severe 0,Severe 1,Severe 2,Severe 3,Severe 4,Severe 5,Severe 6,Severe 8,Severe 9,Severe 10,Severe 11,Severe 13
3316,TEFM,1861.0188,1045.5114,1134.8436,345.39078,705.9734,368.73727,281.74927,227.4296,314.38675,385.8518,94.38843,783.0916,1279.1212,506.9814,378.3902,708.4345,503.72125,257.48416,377.26422,604.97736,713.2695,126.21894
3317,MAF,657.0878,618.84515,1086.9111,552.7743,740.6706,466.51468,683.8851,306.35953,716.6468,2553.0955,197.26054,1094.2382,1227.6232,466.35712,295.28494,1207.743,4159.468,1285.8586,2761.1223,5360.057,8076.8296,1742.2096
3318,FAM122B,2857.1807,1891.9601,1806.2137,675.6798,847.21075,469.74982,376.53333,435.78046,698.7777,1671.1775,456.80212,1474.7333,2340.5254,992.3485,685.4692,1222.8093,2671.7405,883.6129,1595.8379,2545.2393,3156.6956,622.3842
3319,CSRP1,2715.3853,1956.4227,2599.04,1131.7253,1579.11,850.70483,835.8901,869.5801,1007.2971,1448.577,2188.9507,2594.5444,4316.034,1573.4662,1438.6329,2261.3313,2780.44,1369.985,1577.2423,3100.4414,2852.0151,1183.5789
3320,ANXA7,10496.882,6912.908,10183.723,2987.0684,5018.807,2628.0266,2413.2944,2349.6577,3273.586,3564.5886,2410.2756,6149.17,9271.264,4031.1643,2968.5881,6299.8105,7096.8784,1547.6737,3523.9607,6966.972,5198.3145,1625.3245
3321,CENPU,210.21356,186.10239,215.34688,128.64323,177.18304,99.5449,58.358803,41.51198,224.02937,81.3386,73.03237,223.06541,247.1853,178.74924,166.30281,686.48517,412.0483,79.460045,225.73306,731.311,316.3351,253.79973
3322,PTBP1,10135.245,7300.7505,8385.728,3051.8499,4534.2075,1747.5916,2462.4111,1336.8385,3296.7358,5410.9473,2388.2546,5146.8022,7959.816,3013.5972,2043.0911,4910.099,9370.849,2767.9434,5871.6743,10426.977,11264.538,2935.5017
3323,PRDX6,17020.75,14449.076,15652.472,8211.596,15562.351,5280.21,5820.307,6829.026,12589.397,3533.7712,10354.193,13180.065,25424.57,11562.72,9878.536,17842.621,18170.145,2269.4758,3923.3098,7992.761,7583.0713,2004.8071
3324,SLA2,3388.558,1857.6196,8245.671,3240.9878,6196.288,1198.197,1353.0696,815.3998,5328.712,745.9903,2585.7532,3688.2488,5801.134,2587.369,2408.1345,7999.9863,5436.0825,530.10547,1205.0452,2251.7659,2588.2612,574.75507
3325,PAPSS1,2226.2075,1884.5634,1504.3495,687.1909,1229.7861,616.89233,786.8696,1440.3223,745.8104,1849.5515,937.84424,1647.6344,2785.1987,2746.4165,3378.3708,2803.4644,2586.1724,1036.1815,1416.0188,3720.969,2372.0647,868.69037
3326,PAK2,23085.787,16806.762,29710.678,4843.4575,8788.095,6141.2373,4879.2505,9335.34,6962.6147,8960.373,8575.396,15368.09,17239.46,11097.647,12647.436,25746.104,20932.756,3356.9216,7400.3833,14724.53,14501.196,4721.669
3327,AGA,2451.3816,1777.2776,1708.0696,420.58667,895.66656,484.11096,438.34964,316.05896,481.156,995.8903,216.7251,1555.3191,1968.9794,670.4354,319.97433,693.08356,1647.472,560.59827,1023.78705,1782.7715,1720.8514,651.64996
3328,MRPL41,10164.068,7627.026,8707.521,3557.409,4226.6455,2704.0337,2144.322,1913.8651,3062.983,2262.688,3301.2588,7796.0195,11799.669,4085.0264,2981.1423,4314.9067,4089.9702,943.38586,2439.907,3431.957,4340.26,1181.4191
3329,VDAC1,7438.5806,5780.031,11574.712,2323.224,3184.9338,1556.5038,1765.2756,1139.9297,1750.4438,1733.1232,3084.0408,6460.54,7051.344,2498.0251,1757.4011,3345.3333,2889.0105,1119.6383,1946.0891,3777.1213,3536.2278,1231.4218
3330,GANAB,4882.315,3622.0134,3927.1716,920.65125,1355.4789,750.4388,647.023,935.1049,917.6697,1579.3285,610.8257,2626.579,4533.7783,1718.5148,1011.89014,1702.3068,3172.5488,845.40735,2188.0554,3763.6257,3642.819,1099.8511
3331,RPN2,15374.992,9321.486,11323.454,3858.6545,5788.231,2841.4614,2559.9822,2224.2441,4038.0942,7151.0156,1817.5414,8370.88,12170.52,4566.25,3136.382,5671.9937,9705.827,3353.877,7902.392,11325.329,12746.953,4454.5034
3332,PDCD6,12171.833,7883.195,12711.939,2580.4263,5230.7373,3462.879,2820.3467,2602.235,3546.5334,3349.3984,1633.7124,7900.7183,11098.562,6020.906,5451.1455,8181.8613,5894.6904,1347.3364,3405.044,5125.692,4744.424,1346.8282
3333,DYRK1A,2195.048,1532.5334,1787.4677,642.50183,795.33527,647.2595,561.59894,717.91016,925.07983,4534.875,1007.89557,1336.3024,1750.3776,1034.874,950.60406,3837.0833,9432.343,3036.1096,5195.129,7941.286,10171.887,2360.1404
3334,UBE4A,4629.2773,2833.5552,4095.4006,974.47876,1379.7786,827.2449,683.67126,763.0675,1167.5787,3123.9402,576.28265,2032.6508,2830.2065,1085.7496,974.8667,2436.5632,5236.655,1286.1072,2618.362,3753.2378,4460.349,1169.0554
3335,PTPRCAP,5053.1235,2932.765,3415.505,11762.461,20192.25,13436.112,11121.38,7887.8735,15510.497,16171.339,797.8572,4157.366,4995.308,2513.4983,2075.3064,13158.969,27767.734,6740.13,16703.584,18513.125,44200.77,9430.845
3336,EVL,64839.29,33325.125,27220.715,9368.752,17515.26,7040.544,7701.6797,3403.9941,8377.323,9338.917,1979.3809,25196.031,37250.285,14135.822,9563.837,14912.104,21476.232,5132.5894,12619.3545,15115.031,32170.887,6061.5967
3337,WDR1,20312.877,13887.194,16745.871,11518.49,16650.61,7027.369,7288.952,6524.3984,14591.772,9464.497,8724.492,18656.94,28250.521,13799.816,12067.035,31559.469,27965.549,4629.358,9449.12,19417.42,16446.496,5018.666
3338,TUBA1B,29405.11,21564.72,18812.254,7169.0146,7834.8247,5252.592,4807.4253,4480.285,6603.942,650.029,11619.388,15307.242,42192.55,14294.485,7663.539,15548.006,8483.374,475.4463,1166.0393,1748.2493,1566.6881,688.9278
3339,NCBP2,5549.8564,3119.09,5112.587,1010.44464,2156.2358,955.6676,1028.3446,538.4905,1337.5812,3308.0469,847.9632,2552.009,3089.3833,1087.2623,777.7134,1977.3046,5240.784,924.22125,3264.1277,4686.921,6600.327,1531.6257
3340,PRNP,5589.1025,4950.755,10010.647,2060.8425,2536.9421,1146.3298,1162.9825,998.3855,1615.0508,5235.991,2939.4878,3735.9414,6014.268,2069.065,1494.8153,2695.9956,7384.7783,2658.0657,6351.3735,8015.767,7334.575,2360.714
3341,KIAA2013,610.4026,577.6214,631.1697,375.60583,413.34265,541.4236,359.0992,1038.6769,586.4577,1961.3624,363.83905,950.95435,1338.054,1577.3856,2120.8438,2044.2283,3318.1345,660.5513,2097.2507,3175.747,2424.897,879.04333
3342,DBI,18521.553,13126.031,15428.333,8122.114,10398.565,5994.3657,5745.0864,4690.9473,7061.8564,4508.44,5915.0303,16127.979,19020.59,9448.947,9145.728,11744.799,8889.567,1924.1902,4229.2656,8227.913,6990.687,2503.3635
3343,PMVK,3914.6694,2095.678,2726.0596,1239.6049,1378.6329,762.7421,711.0562,515.211,941.4998,1091.2214,296.3257,2136.653,3039.6135,1001.3074,733.4374,1415.8947,1632.2421,395.24997,804.2591,1983.5945,1707.9183,627.066
3344,DLG3,250.41914,166.30162,194.28986,128.2279,151.49414,66.629196,75.419495,51.078457,140.93257,1111.6355,57.797745,231.12132,280.6496,100.516014,85.9705,318.59045,1602.2131,410.3361,1221.5745,693.9593,1523.4122,290.99228
3345,TIMP1,10991.0,10208.633,96155.375,15999.707,18438.004,12752.093,10462.403,14667.718,24392.645,5093.796,44835.68,35956.867,36928.816,29836.81,34900.168,47433.395,31099.395,2404.837,5034.1553,11344.627,6278.2407,2366.3901
3346,HNRNPA3,29487.059,18863.797,29373.926,7613.1973,10944.4375,4552.072,5492.7314,3338.0195,7365.168,9907.759,7440.2407,16681.752,20649.97,8324.985,6006.283,12226.943,20986.922,5241.389,12678.225,18674.773,26704.934,6413.2563
3347,AKIRIN2,7848.4175,6647.9,7080.839,3444.6133,11468.685,2886.8506,2823.2773,2371.736,5005.09,1784.3352,4906.28,5163.576,8828.946,5478.3857,6436.6206,17999.936,12901.983,1448.5527,2326.7124,4347.6094,2706.5015,786.8835
3348,EIF2AK2,5198.612,3595.6296,3099.8132,1756.6036,10945.287,7106.3154,8179.7627,995.8281,9542.382,6374.101,783.429,2943.6428,3174.8362,1627.2607,1679.4536,15934.849,16354.854,7813.145,19142.95,20184.535,14012.124,2733.2507
3349,POGZ,5244.4175,3534.5083,4929.5796,931.13635,1388.7827,920.5484,695.04724,644.2175,916.0174,2022.3258,1284.6775,2115.083,3533.7427,1605.0667,1176.3531,2326.8994,4923.339,1164.4681,2442.226,3577.4775,4179.153,889.03186
3350,NAPG,2101.4966,1743.127,2940.2046,922.76465,1210.5579,638.40173,475.79623,655.50244,910.1474,1271.1101,762.5654,1503.6393,2217.842,982.59515,751.3573,3205.4697,2875.5083,837.1647,1479.8146,2181.302,2801.0676,817.79626
3351,SMAGP,2932.9573,1703.7814,1424.4668,568.4537,768.646,266.90503,474.41788,256.35263,445.08844,464.4656,300.94818,1298.8997,1965.0258,771.043,471.4266,609.42487,715.68726,374.35507,727.776,858.8667,734.04944,183.14137
3352,RPL5,466187.0,319984.5,383744.84,50345.52,67448.64,44287.3,37119.37,35568.516,34189.09,24770.318,88035.62,205111.36,300817.72,95956.89,56500.176,63473.434,58991.645,9165.325,21984.193,56608.984,79075.07,18253.62
3353,WDR48,3063.357,1980.8563,4460.8325,588.3374,1163.991,537.26935,579.8405,451.8724,647.43787,2185.587,686.9401,1234.054,2120.7695,875.4219,677.6541,1543.0823,4305.4116,1146.7014,2654.745,3191.3235,5232.6523,1230.1686
3354,TSHZ2,2812.736,1835.595,2999.987,334.67212,1387.3292,301.58566,570.8252,290.2286,931.92035,302.76767,189.37383,2103.8025,1747.8235,465.91763,194.40765,677.1258,1920.2749,536.6401,819.7543,1906.9021,4279.096,617.9024
3355,NFAT5,3984.535,2406.894,3730.3193,979.5985,1772.3232,590.3314,727.7989,846.92847,1075.0172,2783.8977,1508.8917,2086.5974,2670.366,1748.3976,1612.5154,4967.722,6781.628,1610.4479,4088.5735,5803.7944,6282.884,1432.5105
3356,PLK2,873.3603,1004.07874,840.8664,23.348757,73.4127,10.819011,64.00476,61.797306,31.877647,201.82329,512.2655,401.12546,745.2573,287.94977,142.30759,127.88591,458.83212,200.07672,203.6865,1012.1413,901.3648,251.10196
3357,ZC3H11A,1047.1034,738.3223,718.25037,1226.3597,2847.075,1523.3751,1297.3405,1615.1996,1981.3058,9824.615,222.66107,626.01746,896.9286,338.43207,217.6937,7489.547,17266.242,4216.9062,9681.636,14161.752,23467.533,5675.266
3358,CHP1,1913.744,2309.2178,3120.8496,735.5244,742.7581,686.2752,776.8655,1309.5707,579.8588,3419.6816,3281.4915,1954.7737,3116.341,1537.6493,1618.1361,2652.2524,4251.8027,1328.2831,2875.1619,7537.12,3070.1172,1623.1891
3359,GIMAP4,19546.242,9482.139,18274.281,4198.935,19399.256,10119.673,8547.352,7443.011,9327.141,15437.729,1204.0867,11486.953,14550.553,5192.838,3686.7737,17729.408,17768.84,4149.6265,9033.068,14679.167,26246.021,7303.4873
3360,C11orf68,456.40906,344.7245,634.5578,224.5835,319.25143,390.93353,288.3256,345.6175,361.56006,864.3337,173.83421,336.07434,546.3384,332.5727,476.4526,765.7567,2358.8613,229.117,618.091,1205.0143,1828.0477,548.65656
3361,TM2D1,3830.6692,2575.0015,2663.2913,1239.2775,2068.8538,1028.9583,726.86725,867.04254,1221.4542,924.95776,489.18124,2174.018,2729.2346,1159.508,1088.2914,2420.1711,2366.19,837.4888,1275.4073,1977.4474,1827.7468,466.33838
3362,NUCB1,12525.331,8272.446,8329.865,3815.7708,6046.5703,3623.5012,3352.63,3612.189,5114.2407,3280.808,4555.297,9324.234,12097.539,6127.9497,5161.744,10201.652,7983.0635,1495.4792,3839.1348,9193.257,8118.0254,3063.8022
3363,ZNF707,626.1614,388.7705,704.5727,159.03905,184.43274,111.705536,117.488625,130.07,108.56864,316.4334,90.18999,215.63562,433.20645,188.26859,83.23137,272.7433,829.1738,386.68896,774.95844,760.5102,640.1604,132.32426
3364,ITPRIP,2645.4517,2193.659,2791.6917,1870.3468,1153.1827,1118.645,1237.0209,1072.0833,1685.2583,1257.871,1870.3892,2123.994,2546.1326,1699.8009,1948.2031,6557.5947,3761.0076,1335.0597,2752.472,6057.2754,2493.057,879.3807
3365,ARL6IP5,31011.234,20161.39,21455.201,9860.244,21027.66,7646.6416,8064.5933,8297.156,13098.975,15365.745,6067.2075,20608.828,29059.006,18420.041,17390.09,25645.447,29842.16,5550.22,12545.953,21880.42,31952.95,7808.0264
3366,ANKS6,162.3037,127.51027,76.50227,50.432243,69.19732,23.780106,16.79156,19.64223,31.107845,378.48193,2.9904306,87.00149,153.23483,40.97032,17.697224,55.15724,926.9354,405.86407,518.4566,578.4403,960.73816,190.82509
3367,LRRC58,2738.7954,1888.1807,2528.2344,684.8912,968.9663,499.64243,451.1327,411.82492,558.1842,2255.9216,431.46268,1366.2985,1693.1383,557.21564,458.07556,1341.3813,3797.7512,890.4946,2432.123,3737.8142,5297.259,1439.4321
3368,C5orf24,2929.9578,1753.438,2125.3318,942.69183,865.07886,478.92715,523.28046,546.3527,639.75903,822.9826,591.91046,2172.282,1879.3148,919.60254,899.66016,1283.7125,2066.3772,606.0396,1200.2264,1220.5914,2361.0754,543.9109
3369,SIRPA,358.4209,908.285,931.7405,473.70804,874.84174,1804.1572,811.1858,3125.6138,1099.2355,5264.477,1831.2642,1177.4401,1266.5132,1551.5751,2699.556,6902.4614,4141.848,1829.1323,3480.3582,8405.599,2520.4534,1319.9055
3370,CARD16,7053.6396,6803.0723,9228.481,6062.457,25559.434,18153.889,14507.0625,14398.292,21019.25,4653.4697,4822.4346,10161.409,12474.705,16728.139,22800.91,38719.79,20624.086,2622.577,5867.2827,10949.445,5543.1836,2261.939
3371,CHTOP,3693.209,2579.414,3959.9185,1099.9359,2377.6165,1183.1685,984.11505,962.9737,1171.1864,3066.0764,721.65076,1956.8018,2889.4636,1165.5645,1033.0182,2671.4128,6127.8706,1250.6431,2984.0415,5236.7275,6150.5312,1598.5642
3372,ZNF343,112.37869,72.841835,75.40099,27.91359,65.40122,25.69109,9.966431,39.566124,46.667355,217.99004,15.502457,61.681194,77.96713,47.08948,29.177809,47.458702,471.5227,114.20378,237.65723,456.9733,512.8813,155.44878
3373,PSD4,3586.4607,2183.1096,1878.9363,1170.9508,1476.0881,880.13666,1068.2352,975.86584,1125.1085,4130.7207,360.3156,2045.9596,3663.666,1611.5597,1218.0634,4160.0166,8353.057,1843.6113,4359.215,6677.276,9894.55,2279.569
3374,RHBDD1,1068.4823,862.39514,687.0853,335.5086,401.1078,204.24483,281.03897,93.16582,343.1127,893.5499,226.86761,475.7903,939.82837,283.47244,154.95445,638.35596,2214.4175,788.99426,768.8048,1835.9062,1810.6917,449.47556
3375,HERPUD1,24110.035,27476.781,15759.342,2493.8467,3976.688,2529.7764,2624.4817,1897.5234,3252.6028,2885.8782,12085.687,13628.914,25687.248,10324.201,8953.854,8812.951,6195.53,1714.5835,4687.291,7271.1113,4531.285,1697.044
3376,KIF1C,427.90558,375.28943,378.47754,215.90689,154.11407,162.33687,134.32925,362.09036,160.74763,1593.171,124.44988,345.7858,443.21667,258.96228,258.74936,613.0848,2073.1543,902.60516,1951.7007,3021.4558,3047.8765,923.03253
3377,CHRAC1,6331.9023,4566.4756,5748.5215,1208.6022,1606.3309,873.61615,918.7734,640.6126,1159.3147,1361.3561,1857.2722,2760.058,4767.1997,1752.5922,1225.6162,2546.0205,2842.6292,897.0969,1775.9092,2837.8027,2835.2134,778.96173
3378,SECTM1,156.96188,340.2784,539.0453,206.23024,542.72205,490.1208,708.2328,769.909,660.00446,2777.2637,340.6394,462.9094,548.9087,408.07986,499.4384,2871.6523,2210.3726,1558.0156,2652.115,9500.891,2446.0295,1387.8998
3379,MAP4K3,283.61023,198.08005,461.0221,88.153915,61.625835,51.155663,54.621677,97.278786,67.98973,415.42868,276.37436,136.49423,186.00558,36.50954,67.96519,116.61988,670.2212,280.64755,519.6675,909.38794,1160.703,223.10178
3380,LRIF1,2092.8755,1175.9348,1628.8331,727.5443,1282.2473,579.31525,541.50806,603.88135,753.4946,975.3028,385.38226,1165.4359,1802.2866,610.10077,558.2968,1965.374,2325.1492,436.2327,809.7074,1132.1636,1824.8992,332.5083
3381,SIRPB1,220.31918,956.7569,951.80164,525.4725,494.03964,1481.3881,993.774,1472.3424,759.9735,4263.5557,1784.2081,1188.124,2447.9956,2376.659,3289.4158,7362.052,5169.54,1666.5278,3276.155,6946.72,1616.7618,992.9037
3382,YIPF3,5677.6855,3401.7507,6475.045,1788.8246,3945.16,2159.402,1966.9729,2387.8684,2806.897,1344.1449,1557.4868,3699.571,4961.515,3483.4438,3817.7263,8461.319,6267.871,512.5718,1380.041,2664.3647,2103.584,977.97034
3383,ARHGAP9,13423.684,8477.319,13003.2,2930.366,5584.9746,4247.7495,3223.3333,5195.4688,4538.881,8957.127,1248.1423,4820.7505,7918.523,8100.0093,9540.714,16781.883,16468.771,3389.0269,7780.871,13076.678,13375.594,3412.163
3384,NEFM,10.607586,5.474883,11.387291,14.259656,21.714453,19.069193,1.6545335,14.95108,25.690266,16.665264,2.1105952,21.08075,16.529707,0.0,2.383222,23.794588,106.93235,58.075356,147.02985,111.67167,100.659584,47.285484
3385,LAYN,95.62175,107.58576,1684.2698,3.5939517,13.688088,3.6118867,3.92448,2.9220676,30.808405,31.221796,47.643066,66.14688,31.439604,16.292404,7.041637,25.27317,77.67819,21.598272,70.01564,124.796585,74.11218,17.987404
3386,FBXO39,3.7174723,0.0,0.0,4.410737,15.389538,29.07624,22.434467,0.0,39.15812,36.590576,0.0,19.074745,0.0,0.0,0.0,10.461872,211.24309,82.74036,174.35088,350.48126,127.87377,2.7114966
3387,AKR1C1,6.15829,19.489368,9.388149,4.258971,21.605106,41.42426,0.0,0.0,0.0,65.36594,12.005138,7.2134557,51.297913,17.923145,13.124666,35.912193,228.69354,202.89658,171.58887,174.67699,183.69266,77.72087
3388,RTKN2,793.8952,756.2107,580.8746,161.53285,303.17633,175.88805,187.67624,119.805336,406.256,651.67896,93.13792,552.55225,1129.3973,405.91022,99.787575,435.9211,1031.5981,294.6975,469.40463,1243.7207,1479.4137,211.45822
3389,PLEKHA4,324.24356,173.27681,82.74362,60.269238,239.33076,20.533669,19.051071,44.63485,24.300327,52.292645,15.432576,121.65925,234.34105,90.18454,71.65592,60.865654,115.16487,75.79874,86.788635,156.92607,193.2023,33.029335
3390,SHPRH,3673.6208,1939.6099,2678.778,582.33923,1053.1665,387.2669,490.50653,356.70645,669.6783,1173.552,297.69247,1372.8735,1878.683,632.74396,479.65115,1291.4208,2713.9268,845.534,1600.0154,1991.4644,3227.3953,637.18994
3391,TTC34,79.84555,37.280403,32.84161,14.351821,23.940676,5.0173783,68.03326,14.865098,3.8693612,38.2203,18.609753,36.845352,33.540184,14.005619,19.872938,32.01391,259.6064,26.041666,152.79663,185.3894,259.45673,13.060969
3392,PPP4C,12185.251,8322.448,16154.462,3776.0483,7787.7197,5452.5864,4171.6406,5976.8022,5437.7544,3129.6152,8929.242,9870.665,11684.8955,8178.6904,9717.314,16244.355,6738.767,1187.7418,2537.4417,4803.202,4007.839,1233.3904
3393,ADCY9,144.39268,162.06926,168.85608,81.32656,68.90792,40.303776,24.308193,80.80117,23.309845,601.2245,55.857586,134.49403,146.9458,34.671307,15.817177,126.53294,803.02136,655.9344,1134.584,1053.795,1067.6377,335.6953
3394,DUSP6,897.7868,1766.8376,6872.6055,1720.292,1111.5764,2792.1938,2124.625,2149.079,1220.2942,12910.847,2929.3784,1671.345,2791.1655,894.49774,626.5854,4625.227,9747.255,2918.6663,6071.9688,26150.95,6468.2524,4679.2075
3395,ALKBH7,25641.451,16364.326,17593.682,2950.2175,4233.6445,2615.5632,1936.6172,2533.7468,3562.8733,1194.1025,6328.579,10281.098,14859.155,5146.601,3832.4565,4353.8354,3015.9253,684.2474,1136.1942,2937.7173,2833.0059,794.32874
3396,POMGNT2,399.61044,246.74397,716.8585,108.98619,165.71982,107.67447,107.38281,179.637,190.63184,205.38835,116.96548,377.16254,433.73376,179.3405,99.83709,159.83894,220.03552,19.646364,312.06296,234.59857,344.67575,122.52182
3397,MACC1,91.34055,75.83165,24.980576,15.090307,18.22591,29.523172,21.19125,12.317444,1.5730691,157.39601,73.58523,23.568308,29.332355,44.25076,15.666908,50.36467,611.348,254.89651,353.107,517.9883,376.472,95.267876
3398,POLR1A,1143.279,802.62396,867.1674,244.68837,290.83957,257.05774,197.3402,132.36188,236.23196,1396.4314,27.250723,611.9197,978.6451,307.25632,179.14064,517.48895,2527.1306,1440.8069,1629.8469,2640.7786,2977.1409,621.22076
3399,GLCCI1,1172.5007,864.82184,1360.8761,316.1935,380.33234,209.98836,132.93398,209.17273,196.52003,1584.3866,165.16022,645.79663,839.2176,556.64307,369.8087,783.67523,3129.9602,898.0074,1936.9879,2593.0815,3801.9658,989.043
3400,TKTL1,508.59796,225.6468,1098.6522,213.8606,327.10593,115.7102,75.524,248.36357,100.64642,110.78523,391.289,387.70154,364.3981,251.66164,394.94608,233.64372,313.13187,45.006348,123.23817,718.0852,561.5193,95.04123
3401,MICAL2,359.9104,254.56808,830.8073,300.0509,349.5271,222.13791,376.84225,861.0134,254.98611,2478.7263,60.916473,442.36542,790.7241,237.77191,312.09863,1772.4062,2528.86,921.4098,1845.0051,4204.6733,2216.7898,1116.1317
3402,PIK3CD,8417.931,4518.8774,5465.958,1392.3882,2416.9717,2998.819,1674.7606,2785.7146,1986.0087,6449.7383,751.46844,3955.2456,4913.3945,2527.8442,2690.7166,9788.598,12811.894,1707.4459,5199.0884,9395.024,11012.729,2796.7178
3403,ANGPT2,63.939426,56.579235,62.78813,8.220791,37.181023,12.708143,3.4139323,4.9172945,2.652191,103.73558,0.0,4.4857993,15.836945,23.339312,14.982971,44.933002,518.8575,236.94026,388.52545,415.92416,300.7805,99.82157
3404,ZBTB34,166.01257,119.88757,195.10962,94.40421,361.30005,359.47504,98.54431,252.58821,197.85919,855.6246,284.853,189.07538,360.12088,209.55643,178.03886,1881.839,1796.8278,725.8714,935.2885,1621.5327,1146.2086,315.19296
3405,PAK1,2232.295,1924.0591,3616.8137,1324.4386,2665.577,3945.856,3333.754,5477.521,2560.479,4907.982,909.6203,2965.9211,3282.428,2849.0908,3831.7415,13640.279,7843.524,2036.1398,3436.792,10228.423,4386.0054,2570.612
3406,HECTD1,9666.542,6334.663,8651.306,1887.3374,2676.043,1201.689,1171.5242,953.1535,1599.4618,5954.151,2109.7007,4500.8545,6307.6245,2418.1423,1834.5814,3916.2876,11270.909,2981.4248,7652.03,9957.983,13756.317,3388.1165
3407,CHMP3,3372.5117,2632.4414,2086.114,1607.3348,2957.9968,3326.4316,1981.0856,2847.7458,3147.096,2983.6594,1371.2277,2228.1938,3259.7883,1979.2787,2133.2056,6638.9863,8541.59,1263.5077,2840.0186,6143.9517,4603.492,1138.7078
3408,BLOC1S2,5562.626,4781.678,6854.159,1794.3011,3128.9326,2367.3035,1647.5575,1457.6183,2091.9727,2277.8203,2995.6333,3626.329,5636.733,3124.0981,3261.9082,4823.5254,5278.557,1094.0804,2587.322,4802.891,3619.621,1152.1766
3409,FAM162A,8601.685,4633.9106,5591.8467,1624.24,2484.7102,1465.2812,1344.8408,935.35547,1508.5264,691.0737,3415.5688,3877.4277,6032.088,1946.0381,1138.674,1724.6902,1863.1564,340.97342,719.5069,1629.6788,1980.2477,515.0241
3410,SMIM12,4170.754,2979.0356,4863.77,1238.32,2398.3706,1267.0431,1288.1064,1053.8018,1693.36,1941.3165,1210.5128,2748.032,4134.14,2159.587,2035.9601,2603.762,3798.8083,1234.9701,1913.3982,3390.8315,3473.8447,998.8657
